Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Developer,Rating,Critic_Score
DS,2008,Role-Playing,Tecmo Koei,0.16,0,0.02,0.01,0.19,Matrix Software,E10+,72
GBA,2002,Action,Vivendi Games,0.13,0.05,0,0,0.19,WayForward,E,72
PS2,2003,Action,Vivendi Games,0.09,0.07,0,0.02,0.18,Eurocom Entertainment Software,T,72
PS2,2003,Adventure,Sony Computer Entertainment,0.09,0.07,0,0.02,0.18,SCE Japan Studio,M,72
Wii,2008,Action,SouthPeak Games,0.16,0.01,0,0.01,0.18,Red Fly Studio,E10+,72
PS,2000,Misc,Infogrames,0.1,0.07,0,0.01,0.18,Digital Eclipse,E,72
X360,2009,Racing,Atari,0.06,0.09,0,0.02,0.17,SimBin,E,72
PC,2011,Role-Playing,Square Enix,0.08,0.08,0,0.02,0.17,Obsidian Entertainment,T,72
DS,2008,Sports,Electronic Arts,0.14,0.02,0,0.01,0.17,Exient Entertainment,E,72
XB,2003,Action,Interplay,0.13,0.04,0,0.01,0.17,High Voltage Software,M,72
PS2,2002,Sports,Electronic Arts,0.07,0.06,0.02,0.02,0.17,T&E Soft,E,72
GC,2002,Role-Playing,Activision,0.1,0.02,0.04,0,0.17,From Software,T,72
PS3,2010,Misc,Disney Interactive Studios,0.11,0.03,0,0.02,0.17,Disney Interactive Studios,E,72
PS3,2012,Racing,Namco Bandai Games,0.05,0.09,0,0.03,0.17,Bugbear,T,72
DS,2007,Shooter,SouthPeak Games,0.15,0.01,0,0.01,0.17,Renegade Kid,M,72
PS2,2004,Misc,Sega,0.08,0.06,0,0.02,0.17,Sonic Team,T,72
GC,2003,Misc,Midway Games,0.13,0.03,0,0,0.17,Midway,T,72
XOne,2016,Platform,Electronic Arts,0.09,0.06,0,0.01,0.16,EA DICE,T,72
3DS,2015,Simulation,Marvelous Entertainment,0.05,0,0.1,0.01,0.16,Marvelous Inc.,E10+,72
X360,2005,Sports,Take-Two Interactive,0.13,0.02,0,0.01,0.16,2K Sports,T,72
PSP,2005,Role-Playing,Sony Computer Entertainment,0.14,0,0,0.01,0.15,Climax Entertainment,T,72
XB,2002,Sports,Midway Games,0.11,0.03,0,0.01,0.14,Point of View,E,72
PS2,2002,Adventure,Electronic Arts,0.07,0.05,0,0.02,0.14,Westwood Studios,T,72
GC,2002,Sports,Midway Games,0.11,0.03,0,0,0.14,Point of View,E,72
X360,2007,Simulation,Ubisoft,0.11,0.02,0,0.01,0.14,Ubisoft Romania,T,72
DS,2006,Platform,Ubisoft,0.12,0,0,0.01,0.13,Ubisoft Quebec,E,72
PS2,2005,Role-Playing,Konami Digital Entertainment,0.07,0.05,0,0.02,0.13,Falcom,T,72
X360,2010,Role-Playing,Focus Home Interactive,0.11,0.02,0,0.01,0.13,Larian Studios,M,72
PSP,2008,Platform,Sony Computer Entertainment,0.04,0.03,0.04,0.02,0.13,High Impact Games,E10+,72
GBA,2002,Sports,Activision,0.09,0.03,0,0,0.13,HotGen,E,72
PS,2001,Platform,Infogrames,0.07,0.05,0,0.01,0.12,Infogrames,E,72
PS3,2008,Action,Codemasters,0.07,0.03,0,0.02,0.12,4J Studios,T,72
GBA,2002,Shooter,Acclaim Entertainment,0.08,0.03,0,0,0.12,RFX Interactive,T,72
3DS,2016,Action,Nintendo,0.02,0.01,0.08,0,0.11,Headstrong Games,E,72
DS,2005,Platform,Namco Bandai Games,0.09,0,0.02,0.01,0.11,Namco,E,72
DS,2007,Adventure,PQube,0.06,0,0.05,0,0.11,WorkJam,T,72
PSV,2015,Action,PQube,0,0.03,0.07,0.01,0.11,Marvelous Inc.,M,72
PSP,2007,Sports,Take-Two Interactive,0.1,0,0,0.01,0.11,Blue Castle Games,E,72
PSP,2006,Sports,Electronic Arts,0.1,0,0,0.01,0.11,EA Canada,E,72
Wii,N/A,Shooter,Disney Interactive Studios,0.09,0,0,0.01,0.1,Avalanche Software,E10+,72
XB,2003,Action,Microids,0.08,0.02,0,0,0.1,Microids,T,72
PSP,2007,Strategy,LucasArts,0.09,0,0,0.01,0.1,Frontier Developments,E10+,72
PS2,2003,Fighting,505 Games,0.05,0.04,0,0.01,0.1,Taito Corporation,T,72
X360,2012,Racing,Activision,0.09,0,0,0.01,0.1,Eutechnyx,E,72
DS,2009,Puzzle,Rising Star Games,0.08,0,0,0.01,0.1,Natsume,E,72
PC,2007,Shooter,Microsoft Game Studios,0.01,0.06,0,0.02,0.09,Microsoft Game Studios,M,72
PSP,2008,Platform,Tecmo Koei,0.03,0,0.05,0.01,0.09,Nippon Ichi Software,T,72
XB,2004,Racing,Atari,0.07,0.02,0,0,0.09,Monster Games Inc.,T,72
XB,2004,Action,Atari,0.06,0.02,0,0,0.09,Stormfront Studios,T,72
PC,2011,Adventure,DTP Entertainment,0.02,0.05,0,0.01,0.08,Wizarbox,T,72
XB,2003,Racing,Sega,0.06,0.02,0,0,0.08,Wow Entertainment,T,72
GC,2002,Sports,Eidos Interactive,0.06,0.02,0,0,0.08,Telenet,E,72
PSV,2014,Role-Playing,Nippon Ichi Software,0.03,0.01,0.02,0.02,0.08,FuRyu,T,72
XB,2004,Action,Codemasters,0.06,0.02,0,0,0.08,Codemasters,E,72
PSP,2006,Platform,Capcom,0.07,0,0,0.01,0.08,TOSE,E10+,72
PC,2011,Shooter,Mastertronic,0.01,0.05,0,0.01,0.08,Croteam,,72
PS2,2005,Misc,RedOctane,0.04,0.03,0,0.01,0.07,Roxor Games,E,72
PSP,2006,Sports,Sony Computer Entertainment,0.07,0,0,0.01,0.07,SCEE London Studio,E,72
PC,2009,Role-Playing,DTP Entertainment,0.01,0.05,0,0.01,0.07,Larian Studios,M,72
PSV,2014,Action,Xseed Games,0.02,0,0.04,0.01,0.07,Sandlot,T,72
PS2,2000,Shooter,Swing! Entertainment,0.03,0.03,0,0.01,0.07,Treasure,T,72
PS4,2016,Adventure,Ubisoft,0.01,0.05,0,0.01,0.07,"Ubisoft, FunHouse",E10+,72
PSP,2006,Puzzle,Xplosiv,0.05,0,0,0.01,0.07,Empire Interactive,E,72
PS4,2015,Adventure,Revolution Software,0,0.06,0,0.01,0.07,Revolution Software,T,72
PSP,2005,Platform,Take-Two Interactive,0.06,0,0,0,0.06,Tecmo,E,72
DS,2006,Shooter,Eidos Interactive,0.06,0,0,0,0.06,Amaze Entertainment,T,72
DS,2007,Simulation,Electronic Arts,0,0.02,0.03,0,0.06,EA Japan Studio,E,72
XB,2005,Shooter,Take-Two Interactive,0.05,0.01,0,0,0.06,Croteam,M,72
X360,2011,Racing,Capcom,0,0.05,0,0.01,0.06,Monumental Games,E,72
PC,2004,Strategy,Microsoft Game Studios,0,0.05,0,0.01,0.06,Blue Fang Games,E,72
PS2,2002,Puzzle,Capcom,0.03,0.02,0,0.01,0.05,Shift,E,72
X360,2007,Sports,Electronic Arts,0.04,0.01,0,0,0.05,EA Canada,E,72
PS2,2005,Action,JoWood Productions,0.03,0.02,0,0.01,0.05,Neon Studios,E10+,72
GC,2003,Role-Playing,THQ,0.04,0.01,0,0,0.05,Cranky Pants Games,T,72
PC,2009,Sports,Electronic Arts,0,0.04,0,0.01,0.05,EA Sports,E,72
GC,2005,Shooter,Ubisoft,0.04,0.01,0,0,0.05,"Red Storm Entertainment, Ubisoft Montreal",M,72
PC,2011,Sports,Electronic Arts,0,0.03,0,0.01,0.05,Bright Future GmbH,E,72
DS,2008,Misc,Rising Star Games,0.04,0,0,0,0.05,Rising Star Games,E,72
DS,2007,Strategy,Square Enix,0.01,0,0.03,0,0.04,Square Enix,E10+,72
XB,2006,Racing,Electronic Arts,0.03,0.01,0,0,0.04,EA Tiburon,E,72
PC,2009,Sports,Focus Home Interactive,0.02,0.02,0,0,0.04,Cyanide,T,72
PS4,2016,Adventure,Nippon Ichi Software,0.03,0,0,0.01,0.04,5pb,T,72
DS,2007,Shooter,Ubisoft,0.03,0,0,0,0.04,Gameloft,T,72
X360,2009,Sports,Namco Bandai Games,0.02,0.02,0,0,0.04,Bongfish,T,72
PC,2015,Action,Warner Bros. Interactive Entertainment,0,0.04,0,0,0.04,TT Games,E10+,72
PSV,2015,Role-Playing,Namco Bandai Games,0,0,0.04,0,0.04,Bandai Namco Games,T,72
PC,2009,Action,THQ,0,0.03,0,0.01,0.04,"Volition Inc., CD Projekt Red Studio, CD Projekt, CD Projekt Localisation Centre",M,72
PC,2009,Shooter,SouthPeak Games,0.02,0.01,0,0,0.03,TimeGate Studios,T,72
PC,2010,Role-Playing,Sega,0,0.03,0,0.01,0.03,Obsidian Entertainment,M,72
GC,2002,Racing,Electronic Arts,0.02,0.01,0,0,0.03,EA Sports,E,72
PC,2013,Adventure,Headup Games,0,0.03,0,0,0.03,Headup Games,,72
PC,2008,Action,Take-Two Interactive,0,0.02,0,0,0.03,"Mad Doc Software, Rockstar Vancouver",T,72
GBA,2006,Action,Eidos Interactive,0.02,0.01,0,0,0.03,WayForward,E10+,72
PC,2010,Role-Playing,DTP Entertainment,0,0.02,0,0.01,0.03,Larian Studios,M,72
PC,2003,Simulation,Vivendi Games,0,0.02,0,0,0.02,Blue Tongue Entertainment,T,72
PC,2012,Racing,Namco Bandai Games,0,0.02,0,0,0.02,Bugbear,T,72
XB,2006,Shooter,Eidos Interactive,0.01,0,0,0,0.02,Rocksteady Studios,M,72
GBA,2002,Action,Ubisoft,0.01,0,0,0,0.02,Ubisoft Milan,E,72
PC,2003,Strategy,Eidos Interactive,0,0.02,0,0,0.02,Pyro Studios,T,72
PC,2011,Strategy,Kalypso Media,0,0.01,0,0,0.02,Kalypso,M,72
PC,2009,Simulation,Paradox Interactive,0.01,0,0,0,0.02,"1C, Ino-Co, 1C Company",T,72
PC,2016,Racing,Namco Bandai Games,0,0.01,0,0,0.01,"Milestone, Milestone S.r.l",E,72
PS4,2016,Action,Nippon Ichi Software,0,0.01,0.01,0,0.01,"Camouflaj, LLC",M,72
GC,2004,Puzzle,Sega,0.01,0,0,0,0.01,Sonic Team,E,72
PC,2006,Shooter,Ubisoft,0,0.01,0,0,0.01,Techland,M,72
PC,2002,Strategy,Microsoft Game Studios,0,0.01,0,0,0.01,Relic,T,72
PC,2007,Simulation,Electronic Arts,0,0.01,0,0,0.01,Kuju Entertainment,E,72
PC,2016,Simulation,Paradox Development,0,0.01,0,0,0.01,Colossal Order,,72
GBA,2002,Role-Playing,Banpresto,0.01,0,0,0,0.01,Banpresto,T,72
X360,2013,Shooter,Activision,6.73,2.56,0.04,0.91,10.25,Infinity Ward,M,73
X360,2010,Sports,Microsoft Game Studios,3.92,1.73,0.03,0.51,6.19,Rare Ltd.,E10+,73
Wii,2008,Simulation,Nintendo,1.82,1.12,1.32,0.36,4.62,Nintendo,E,73
Wii,2012,Misc,Nintendo,1.06,1.09,0.76,0.22,3.13,Nd Cube,E,73
Wii,2010,Platform,Disney Interactive Studios,2.04,0.63,0.12,0.22,3,Junction Point,E,73
PS2,2007,Fighting,Atari,1.15,0,0.76,1.09,3,"Spike, Namco Bandai Games",T,73
PS2,2004,Misc,Sega,1.54,1.14,0,0.22,2.9,Sonic Team,E,73
X360,2008,Action,LucasArts,1.74,0.77,0,0.26,2.77,LucasArts,T,73
PS4,2013,Shooter,Sony Computer Entertainment,0.89,1.33,0.08,0.39,2.69,Guerrilla,M,73
DS,2008,Simulation,Nintendo,0.62,0.82,0.96,0.18,2.58,syn Sophia,E,73
GC,2001,Platform,Sega,1.7,0.59,0.21,0.07,2.56,Sonic Team,E,73
GC,2003,Role-Playing,Nintendo,1.21,0.57,0.7,0.07,2.54,Genius Sonority Inc.,E,73
PSP,2006,Racing,Electronic Arts,0.87,0.97,0,0.58,2.42,EA Canada,E10+,73
GBA,N/A,Adventure,Konami Digital Entertainment,2.15,0.18,0,0.07,2.39,Konami Computer Entertainment Hawaii,E,73
X360,2011,Misc,Microsoft Game Studios,1.73,0.43,0.02,0.17,2.35,Frontier Developments,E10+,73
PS4,2015,Shooter,Ubisoft,0.55,1.19,0.14,0.33,2.21,Ubisoft Montreal,M,73
PS4,2015,Shooter,Electronic Arts,0.71,0.94,0.14,0.32,2.1,Visceral Games,M,73
Wii,2007,Simulation,Konami Digital Entertainment,1.35,0.52,0,0.19,2.07,Konami,E10+,73
PS3,2007,Racing,Electronic Arts,0.73,0.91,0.04,0.36,2.04,EA Black Box,E10+,73
Wii,2008,Misc,Ubisoft,0.72,1.08,0,0.23,2.03,"Ubisoft Paris, Ubisoft Montpellier",E10+,73
PS4,2015,Action,Square Enix,0.47,1.03,0.07,0.28,1.86,Avalanche Studios,M,73
PSP,2007,Shooter,LucasArts,0.9,0.46,0,0.32,1.67,Rebellion,T,73
Wii,2011,Action,Disney Interactive Studios,0.73,0.67,0,0.15,1.55,Traveller's Tales,E10+,73
PS2,2002,Action,Namco Bandai Games,1.26,0.05,0,0.21,1.51,Namco,E,73
PS2,2004,Shooter,Take-Two Interactive,0.71,0.55,0,0.19,1.45,Rockstar San Diego,M,73
PS2,2007,Misc,Sony Computer Entertainment,0.04,1.08,0,0.32,1.44,SCEE London Studio,E10+,73
PS2,2002,Shooter,Electronic Arts,0.67,0.52,0,0.17,1.36,Namco,M,73
PS2,2004,Action,Electronic Arts,0.22,0.05,1.06,0.02,1.35,Omega Force,T,73
PS2,2002,Racing,Atari,0.95,0.21,0.01,0.18,1.34,Pitbull Syndicate,T,73
PS2,2003,Shooter,Take-Two Interactive,0.65,0.51,0,0.17,1.34,Rockstar Vienna,M,73
X360,2010,Sports,Ubisoft,0.79,0.41,0,0.11,1.32,Ubisoft Montreal,E,73
PSP,N/A,Action,Warner Bros. Interactive Entertainment,0.57,0.44,0,0.27,1.28,Traveller's Tales,E10+,73
Wii,2008,Misc,Activision,1.03,0.14,0,0.1,1.27,Vicarious Visions,T,73
XB,2004,Shooter,Activision,0.78,0.4,0,0.04,1.21,Spark Unlimited,T,73
PS4,2015,Sports,Take-Two Interactive,0.41,0.6,0,0.2,1.21,Yuke's,T,73
Wii,2007,Simulation,Electronic Arts,0.44,0.63,0,0.14,1.2,Maxis,T,73
PS2,2001,Action,Midway Games,0.56,0.44,0,0.15,1.15,Midway,T,73
PS2,2001,Simulation,Atari,0.12,0.1,0.88,0.03,1.14,Capcom,T,73
3DS,2012,Role-Playing,Nintendo,0.33,0.37,0.37,0.06,1.13,"Level 5, Brownie Brown",E10+,73
3DS,2015,Action,Nintendo,0.53,0.33,0.17,0.08,1.12,Nintendo,E,73
X360,2007,Shooter,Electronic Arts,0.45,0.52,0.01,0.12,1.1,Electronic Arts,T,73
PSP,2005,Misc,Sony Computer Entertainment,0.75,0.18,0,0.16,1.08,TOSE,E10+,73
Wii,2010,Sports,Electronic Arts,0.26,0.69,0,0.12,1.07,EA Sports,E,73
PS2,2006,Simulation,Konami Digital Entertainment,0.87,0.03,0,0.14,1.04,Konami,E10+,73
X360,2011,Action,Disney Interactive Studios,0.54,0.39,0,0.09,1.03,Traveller's Tales,E10+,73
PS,2000,Sports,Sony Computer Entertainment,0.56,0.38,0,0.07,1,989 Sports,E,73
X360,2010,Shooter,Electronic Arts,0.62,0.24,0,0.09,0.95,EA Montreal,M,73
PS3,2011,Action,Disney Interactive Studios,0.36,0.43,0,0.16,0.95,Traveller's Tales,E10+,73
GC,2004,Platform,THQ,0.73,0.19,0,0.03,0.94,Heavy Iron Studios,E,73
PS4,2014,Action,Warner Bros. Interactive Entertainment,0.37,0.4,0,0.15,0.93,TT Games,E10+,73
X360,2010,Action,Electronic Arts,0.63,0.2,0.02,0.07,0.92,Visceral Games,M,73
X360,2009,Role-Playing,Activision,0.68,0.15,0,0.08,0.9,Vicarious Visions,T,73
XB,2003,Platform,Sega,0.41,0.43,0.01,0.05,0.9,Sonic Team,E,73
PS3,2012,Action,Sony Computer Entertainment,0.42,0.3,0.01,0.15,0.87,"Media Molecule, United Front Games",E,73
PS2,2007,Misc,Sony Computer Entertainment,0.1,0.59,0,0.18,0.87,SCEE,T,73
Wii,2007,Action,Eidos Interactive,0.12,0.62,0,0.11,0.85,Crystal Dynamics,T,73
PS,2000,Racing,Electronic Arts,0.45,0.31,0,0.05,0.81,Black Box,E,73
XOne,2013,Sports,Electronic Arts,0.67,0.05,0,0.08,0.81,EA Sports,E,73
PS2,2006,Fighting,Atari,0.66,0.02,0,0.11,0.79,Spike,T,73
DS,2007,Action,THQ,0.71,0.01,0,0.06,0.78,5TH Cell,E,73
GBA,2005,Action,Ubisoft,0.52,0.19,0,0.01,0.72,Ubisoft,E10+,73
XB,2002,Shooter,Electronic Arts,0.53,0.17,0,0.03,0.72,Namco,M,73
GC,2002,Fighting,Atari,0.55,0.14,0,0.02,0.71,"Pipeworks Software, Inc.",T,73
PS4,2016,Action,Namco Bandai Games,0.24,0.27,0.09,0.1,0.71,Dimps Corporation,T,73
PS2,2003,Shooter,Sony Computer Entertainment,0.34,0.27,0,0.09,0.7,Namco,T,73
GBA,2004,Adventure,Nintendo,0.37,0.14,0.17,0.01,0.7,Nintendo,E,73
DS,2010,Simulation,Electronic Arts,0.38,0.22,0,0.06,0.67,Exient Entertainment,E,73
PS2,2008,Action,Activision,0.24,0,0,0.41,0.65,Xpec,E10+,73
PSV,2014,Role-Playing,Sony Computer Entertainment,0.15,0.1,0.32,0.08,0.65,"Dimps Corporation, SCE Japan Studio",T,73
PS2,2009,Misc,Sony Computer Entertainment,0.08,0.12,0,0.44,0.63,SCEE London Studio,T,73
PS3,2007,Sports,Electronic Arts,0.56,0.02,0.01,0.05,0.63,EA Canada,E,73
PS3,2014,Sports,Electronic Arts,0.15,0.36,0.01,0.09,0.61,EA Canada,E,73
3DS,2012,Action,Warner Bros. Interactive Entertainment,0.56,0.01,0,0.05,0.61,5TH Cell,E10+,73
PS2,2002,Sports,Electronic Arts,0.21,0.17,0.16,0.06,0.59,EA Sports,E,73
XB,2003,Sports,Microsoft Game Studios,0.36,0.08,0.14,0.02,0.59,Team Ninja,M,73
PS2,2004,Role-Playing,Electronic Arts,0.49,0.02,0,0.08,0.58,EA Games,T,73
X360,2009,Action,Ubisoft,0.31,0.19,0.02,0.06,0.58,Ubisoft Romania,T,73
PS2,2004,Fighting,Namco Bandai Games,0.47,0.02,0,0.08,0.57,CyberConnect2,T,73
WiiU,2015,Misc,Ubisoft,0.27,0.25,0,0.05,0.57,Ubisoft,E10+,73
PS2,2003,Shooter,Ubisoft,0.28,0.22,0,0.07,0.57,Ubisoft Paris,M,73
PSP,2010,Racing,Sony Computer Entertainment,0.11,0.26,0.02,0.14,0.53,SCEA San Diego Studios,E,73
PS,2001,Shooter,Sony Computer Entertainment,0.29,0.2,0,0.03,0.52,Sony Bend,M,73
X360,2007,Sports,Electronic Arts,0.47,0,0,0.04,0.52,EA Canada,E,73
WiiU,2015,Platform,Nintendo,0.22,0.13,0.12,0.04,0.52,HAL Labs,E,73
GBA,2004,Fighting,Atari,0.36,0.13,0,0.01,0.51,Arc System Works,T,73
X360,2009,Action,Electronic Arts,0.26,0.2,0,0.05,0.51,Pandemic Studios,M,73
PS2,2008,Platform,Vivendi Games,0.25,0.19,0,0.06,0.5,Radical Entertainment,E10+,73
X360,2007,Misc,Microsoft Game Studios,0.43,0.01,0,0.04,0.48,"Screenlife Games, WXP",T,73
DS,2007,Action,Vivendi Games,0.42,0.02,0,0.04,0.48,Amaze Entertainment,E,73
PS2,2002,Racing,Electronic Arts,0.22,0.17,0,0.06,0.45,Electronic Arts,T,73
PS3,2007,Sports,Activision,0.36,0.04,0,0.04,0.44,Neversoft Entertainment,T,73
PS2,2002,Sports,Midway Games,0.21,0.17,0,0.06,0.44,Point of View,E,73
PS2,2003,Action,Sony Computer Entertainment,0.21,0.17,0,0.06,0.43,SCEE,M,73
PS3,2014,Fighting,Namco Bandai Games,0.15,0.14,0.09,0.06,0.43,CyberConnect2,T,73
DS,2007,Misc,Ubisoft,0.4,0,0,0.03,0.43,"Ubisoft, Sensory Sweep",E,73
PS3,2012,Simulation,Konami Digital Entertainment,0.21,0.07,0.09,0.05,0.42,High Voltage Software,M,73
Wii,2007,Shooter,Electronic Arts,0.33,0.04,0.01,0.03,0.41,EA Canada,T,73
PS2,2002,Misc,Midway Games,0.2,0.15,0,0.05,0.4,7 Studios,T,73
Wii,2006,Role-Playing,Activision,0.36,0,0,0.03,0.4,Vicarious Visions,T,73
GC,2004,Simulation,Electronic Arts,0.24,0.14,0,0.02,0.4,Maxis,T,73
PS2,2003,Platform,Sony Computer Entertainment,0.19,0.15,0,0.05,0.4,Argonaut Games,T,73
PS3,2010,Sports,Black Bean Games,0.15,0.16,0,0.07,0.38,Lightning Fish Games,E,73
3DS,2011,Sports,Konami Digital Entertainment,0.11,0.13,0.11,0.02,0.38,Konami,E,73
PSP,2007,Racing,THQ,0.06,0.2,0,0.11,0.37,Juice Games,T,73
PSP,2005,Sports,Electronic Arts,0.34,0,0,0.03,0.37,EA Tiburon,E,73
Wii,2009,Sports,Sega,0.12,0.21,0,0.04,0.37,Sumo Digital,E,73
WiiU,2012,Action,Warner Bros. Interactive Entertainment,0.25,0.09,0,0.03,0.37,5TH Cell,E10+,73
DS,2009,Role-Playing,Namco Bandai Games,0.12,0.02,0.21,0.01,0.36,Monolith Soft,E10+,73
PS4,2015,Misc,Ubisoft,0.17,0.13,0,0.06,0.36,Ubisoft,E10+,73
PS3,2009,Misc,Activision,0.2,0.11,0,0.05,0.35,Beenox,T,73
PS3,2009,Action,Eidos Interactive,0.14,0.15,0,0.06,0.34,Io Interactive,E10+,73
GBA,2002,Action,Atari,0.25,0.09,0,0.01,0.34,Sennari Interactive,T,73
GC,2005,Simulation,Electronic Arts,0.26,0.07,0,0.01,0.33,Maxis,T,73
X360,2007,Puzzle,Namco Bandai Games,0.14,0.02,0.15,0.02,0.32,Now Production,E,73
Wii,2008,Role-Playing,Eidos Interactive,0.27,0.02,0,0.02,0.31,Backbone Entertainment,E10+,73
XB,2005,Action,Atari,0.23,0.07,0,0.01,0.31,Shiny Entertainment,T,73
Wii,2011,Role-Playing,Nintendo,0.11,0.1,0.08,0.02,0.31,Ganbarion,T,73
X360,2011,Sports,Home Entertainment Suppliers,0.09,0.19,0,0.03,0.31,Sidhe Interactive,E,73
PS2,2002,Racing,LucasArts,0.15,0.12,0,0.04,0.31,Rainbow Studios,E,73
PSP,2007,Sports,Electronic Arts,0.28,0,0,0.02,0.31,EA Canada,E,73
DS,2005,Action,Ubisoft,0.25,0.03,0,0.02,0.3,Ubisoft,E10+,73
PS2,2003,Fighting,THQ,0.15,0.11,0,0.04,0.3,Anchor,M,73
PSP,2010,Action,Konami Digital Entertainment,0.09,0.13,0.01,0.07,0.3,"Climax Group, Climax Studios",M,73
X360,2009,Action,Eidos Interactive,0.12,0.14,0,0.03,0.29,Io Interactive,E10+,73
PS2,2001,Role-Playing,Midway Games,0.09,0.07,0.1,0.02,0.28,Sacnoth,M,73
PS3,2013,Misc,Sega,0.08,0,0.19,0.02,0.28,Sega,T,73
GBA,2002,Fighting,THQ,0.19,0.07,0,0,0.27,Natsume,E,73
PS4,2016,Action,Warner Bros. Interactive Entertainment,0.07,0.16,0,0.04,0.26,"Rocksteady Studios, Virtuos",T,73
X360,2007,Strategy,Eidos Interactive,0.21,0.02,0,0.02,0.26,Eidos Interactive,T,73
PS2,2004,Simulation,Indie Games,0.06,0.05,0.14,0.02,0.26,From Software,T,73
PS2,2001,Racing,Sony Computer Entertainment,0.13,0.1,0,0.03,0.26,Studio Liverpool,E,73
DS,2004,Puzzle,Nintendo,0.13,0.01,0.11,0.01,0.26,Mitchell,E,73
XB,2004,Shooter,Vivendi Games,0.19,0.05,0,0.01,0.25,2015,M,73
PS2,N/A,Misc,Unknown,0.12,0.09,0,0.03,0.24,Capcom,E,73
XOne,2013,Misc,Majesco Entertainment,0.17,0.05,0,0.02,0.24,Zoe Mode,E,73
PS3,2012,Simulation,Konami Digital Entertainment,0.1,0.08,0.02,0.03,0.23,Gaijin Entertainment,T,73
PS2,2004,Racing,Atari,0.11,0.09,0,0.03,0.23,Monster Games Inc.,T,73
PS2,N/A,Shooter,Unknown,0.11,0.09,0,0.03,0.23,Midway Studios - Austin,T,73
PS3,2012,Sports,Electronic Arts,0.09,0.1,0,0.04,0.23,EA Sports,E,73
PS2,2003,Sports,Midway Games,0.11,0.09,0,0.03,0.23,Midway,E,73
PSP,2005,Misc,Play It,0.2,0.01,0,0.02,0.23,Farsight Studios,E,73
DS,2008,Role-Playing,Rising Star Games,0.2,0,0,0.02,0.22,"Image Epoch, Imageepoch",T,73
PS3,2010,Racing,Black Bean Games,0.05,0.12,0,0.04,0.21,Milestone S.r.l,E10+,73
PSV,2014,Action,Sony Computer Entertainment,0.08,0.06,0.01,0.05,0.2,"Sanzaru Games, Sanzaru Games, Inc.",M,73
XOne,2016,Action,Namco Bandai Games,0.11,0.07,0,0.02,0.2,Dimps Corporation,T,73
PS3,2011,Fighting,PQube,0.04,0.04,0.1,0.02,0.2,Examu,T,73
DS,2010,Action,Activision,0.17,0.01,0,0.01,0.19,Griptonite Games,E10+,73
XB,2003,Action,LucasArts,0.14,0.04,0,0.01,0.18,Double Helix Games,T,73
X360,2012,Sports,505 Games,0,0.16,0,0.02,0.18,"Majesco Games, Majesco",E10+,73
PS4,2014,Racing,Milestone S.r.l.,0.04,0.11,0,0.03,0.18,Milestone S.r.l,E,73
PS2,2003,Misc,Sony Computer Entertainment,0.09,0.07,0,0.02,0.18,SCEE,E,73
XOne,2014,Misc,Microsoft Game Studios,0.11,0.05,0,0.02,0.17,Microsoft Game Studios,E10+,73
PS2,2002,Sports,Sony Computer Entertainment,0.08,0.07,0,0.02,0.17,Namco,E,73
PS,2001,Platform,Sony Computer Entertainment,0.1,0.07,0,0.01,0.17,Eurocom Entertainment Software,E,73
X360,2012,Action,Sega,0.12,0.02,0.02,0.01,0.17,PlatinumGames,M,73
GBA,2003,Shooter,Electronic Arts,0.12,0.04,0,0,0.17,Griptonite Games,T,73
XB,2002,Shooter,Infogrames,0.13,0.04,0,0.01,0.17,Smilebit,T,73
PSP,2007,Action,Sony Computer Entertainment,0.07,0.06,0,0.03,0.17,Bigbig Studios,T,73
PS2,2003,Simulation,Sammy Corporation,0.08,0.06,0,0.02,0.16,"Asmik Ace Entertainment, Inc",T,73
X360,2007,Strategy,LucasArts,0.13,0.02,0,0.01,0.16,Frontier Developments,E10+,73
PC,2012,Simulation,Electronic Arts,0,0.13,0,0.02,0.16,The Sims Studio,T,73
PS2,2006,Racing,Empire Interactive,0.08,0.06,0,0.02,0.16,Bugbear,T,73
PS3,2007,Sports,Take-Two Interactive,0.14,0,0,0.01,0.15,Visual Concepts,E10+,73
PSP,2006,Puzzle,Konami Digital Entertainment,0.14,0,0,0.01,0.15,Hudson,E,73
PS4,2016,Action,Warner Bros. Interactive Entertainment,0.01,0.11,0,0.02,0.15,Warner Bros. Interactive Entertainment,E10+,73
Wii,2006,Shooter,Ignition Entertainment,0.12,0.01,0,0.01,0.14,Terminal Reality,T,73
X360,2006,Action,Eidos Interactive,0.1,0.03,0.01,0.01,0.14,Avalanche Studios,M,73
PC,2016,Shooter,Activision,0.04,0.08,0,0.01,0.14,Infinity Ward,M,73
XB,2004,Platform,THQ,0.1,0.03,0,0,0.13,Avalanche Software,E,73
PS2,2002,Racing,Activision,0.06,0.05,0,0.02,0.13,Climax Group,E,73
DS,2007,Role-Playing,Banpresto,0.07,0,0.05,0.01,0.13,Flight-Plan,E10+,73
Wii,2008,Role-Playing,Sting,0.12,0,0,0.01,0.13,Sting,E10+,73
XB,2005,Action,Sega,0.1,0.03,0,0,0.13,Creative Assembly,M,73
XB,2003,Platform,Microsoft Game Studios,0.09,0.03,0,0,0.12,Beep Industries,T,73
